ID,text,cue,emotion,emotion,cause
669, هذه الغيمة التى لا تعيش معى، توقظ نهر  [MASK]   في نفسى ، تشعل الدموع,حزن,الحزن,Sadness,الغيمة التى لا تعيش معى
670, هذه الرواية كانت تجربة ممتعة ومفيدة، شعرت ب [MASK]   لأنني قرأتها,سعادة,الفرح,Joy,تجربة ممتعة ومفيدة
671, هذه الصورة تبرز الخراب هناك سببت لي [MASK]   دفين,حنق,الغضب,Anger,الصورة تبرز الخراب
672, هذه قصص تقطر ألما.. تقطر  [MASK]  .. أما عن العنف الموجه للذات، فحدث ولا حرج,غضب,الغضب,Anger,قصص تقطر ألما
673, هفوات الكتاب  [MASK]   تحدث استنكارا وتعجبا عن سبب هذه التجاوزات الضالة المظلمة,قزز,الاشمئزاز,Disgust,هفوات الكتاب
674, هكذا هو الموت يجيء بطريقة  [MASK]   و غير متوقعة تماما كما تنقطع مكالمة تلفونية,مفاجئة,المفاجأة,Surprise,غير متوقعة تماما كما تنقطع مكالمة تلفونية
675, هناك أصوات في أعلى الفندق صادرة من مراوح التكييف و كأنها عاصفة رعدية [MASK] ,فزع,الخوف,Fear,أصوات في أعلى الفندق
676, هناك رواية لاثير فعلا هزتني بقوة ابكتني الهبت احاسيسي  [MASK]  على حال اهل غزة,غضب,الغضب,Anger,حال اهل غزة
677, هو الذي يسيركم في البر والبحرحتى إذا كنتم في الفلك وجرين بهم بريح طيبة و [MASK]   بها,فرح,الفرح,Joy,يسيركم في البر والبحر
678, هو طفل  [MASK]   لأن العالم لم يفهم حقوقه كطفل بعد,ساخط,الغضب,Anger,العالم لم يفهم حقوقه كطفل بعد
679, هوسه الشديد بها بالرغم من قلة اللقاءات  [MASK]  ,رعب,الخوف,Fear,هوسه الشديد بها
680, هي  [MASK]   أن ترى الرواية في كل ركن من أركان البيت,خاف,الخوف,Fear, ترى الرواية في كل ركن من أركان البيت
681, هيكل  [MASK]   عندما قال أنه يرى أن شعار يسقط حكم العسكر هو شعار متجاوز,غضب,الغضب,Anger,شعار يسقط حكم العسكر
682, وإنا إذا أذقنا الإنسان منا رحمة  [MASK]   بها,فرح,الفرح,Joy,أذقنا الإنسان منا رحمة 
683, وجدنا عفن في المرحاض وفي كل مكان. شيء  [MASK]   للغاية. لقد أخطأت أثناء الحجز,قزز,الاشمئزاز,Disgust,وجدنا عفن في المرحاض
684, وجود بقع دم في المخدة أمر  [MASK]   و يدل على مستوى نظافة متدني,قزز,الاشمئزاز,Disgust,وجود بقع دم في المخدة
685, وصف الكاتبة لمشاعر اولادها أثار في نفسي  [MASK]   الى حد كبير,اشمئزاز,الاشمئزاز,Disgust,صف الكاتبة لمشاعر اولادها
686, وصف عمليات تعذيب و غياب العنصر الإنساني عن ساحة الأحداث شيء  [MASK]   للغاية,قزز,الاشمئزاز,Disgust,عمليات تعذيب و غياب العنصر الإنساني
687, وصفت الرواية مانشرته النازية بين الناس من  [MASK]   أحال الحياة لكابوس طويل,خوف,الخوف,Fear,مانشرته النازية بين الناس
688, وضع الفندق  [MASK]   لأن الأثاث قديم جدا و متسخ و خدمات الغرف سيئة,حزن,الحزن,Sadness,الأثاث قديم جدا و متسخ
689," وعد كم أحببت اسمها و كأني عشت معها , [MASK]   لفرحها",سعد,الفرح,Joy,فرحها
690, وعين  [MASK]   تبدي المساويا,سخط,الغضب,Anger,المساويا
691, ولاء الناس لماو بعد المجاعة ومدى انسياقهم للثورة الثقافية  [MASK]  ,غضب,الغضب,Anger,ولاء الناس لماو بعد المجاعة
692, ولم يخفف من  [MASK]   معرفه انها رمز يشير الي مصر ليس اكثر.,غضب,الغضب,Anger,رمز يشير الي مصر ليس اكثر
693,  ومع مرور الوقت ، يتحول  [MASK]   إلى مرارة بسبب لوعة ... و فراغ المكان,غضب,الغضب,Anger,لوعة ... و فراغ المكان
694, ومن يقتل مؤمنا متعمدا فجزاؤه جهنم خالدا فيها و [MASK]   الله عليه,غضب,الغضب,Anger,قتل مؤمنا متعمدا
695, ياخذك الكاتب بين الأحداث [MASK]   إلى فضفضة عن أي موضوع في الحياة,فجأة,المفاجأة,Surprise,فضفضة عن أي موضوع في الحياة
696, يتحول  [MASK]   بسبب مرض خبيث يأكل من جسمك كل يوم حتى يأتى عليه,خوف,الخوف,Fear,مرض خبيث
697, يجلسان بجانب بعضهما البعض و هذا يحدق ب [MASK]   على ذاك و ذاك يخبيء سكين في يده نهاية مفتوحة,غضب,الغضب,Anger,نهاية مفتوحة
698, يحدث في الرواية ما يغير من تصرفات الموت  [MASK]   ويجعله أقل حدة و فظاظة,فجأة,المفاجأة,Surprise,يجعله أقل حدة و فظاظة
699, يدخل إلى قلبي شيئ من  [MASK]   لانه يقول لي كلمات حب كلمات كالايام,سعادة,الفرح,Joy,كلمات حب
700, يرشقك بحدث جديد تتسع عيناك  [MASK]   تقف على اخمص قدميك و تلتفت حولك,خوف,الخوف,Fear,يرشقك بحدث جديد
701, يشتد  [MASK]  ه حين يخبره أحد النمامين بما جرى في غيابه من حديث سيء عنه,غضب,الغضب,Anger,يخبره أحد النمامين بما جرى في غيابه
702, يشرح الطوخي كل الإطالة والتعسف و [MASK]   والأسلوب الخبري والانتقامات التعليقية,غضب,الغضب,Anger,الإطالة والتعسف
703, يشعر القارئ ب [MASK]   لأن الكاتب يخبره بأن الألم الحقيقي لم يأتي بعد,حزن,الحزن,Sadness,الألم الحقيقي لم يأتي بعد
704, يشعر ب [MASK]   لأنه قريب من نفسه و من الله,سعادة,الفرح,Joy,قريب من نفسه و من الله
705, يشعر بالمرء ب [MASK]   على بلاد ضاعت قبل سنين و على بلاد بين يديه الآن تضيع,حزن,الحزن,Sadness,بلاد ضاعت قبل سنين
706, يصب لجام  [MASK]  ه على المجتمع العربي معتبرا المحافظة والتستر تزمتا وحرفا للفطرة الإنسانية عن مسارها,غضب,الغضب,Anger,معتبرا المحافظة والتستر تزمتا
707, يصل بنا  [MASK]   على النفس الي حد تعذيب وجلد الذات حين تشعر الروح بشده الالم النفسي,غضب,الغضب,Anger,الالم النفسي
708, يضحي الرئيس بروحه وماله وكل ما يملك في سبيل الوطن و [MASK]  .. تضيع البلاد,فجأة,المفاجأة,Surprise,تضيع البلاد
709, يظن القارئ ان الرواية جيدة، ولكن تأتي قاتلة في النهاية يا لها من [MASK] ,فاجأ,المفاجأة,Surprise,تأتي قاتلة في النهاية
710, يغلب على المقالات النظرة السوداوية للحياة و الذات..  [MASK]  ني هذه التوطئة,حزن,الحزن,Sadness,النظرة السوداوية للحياة
711, يقول محمود السمنودي ب [MASK]  : أنا لا أتنبأ .. لا أحد يستطيع التنبؤ.. أنا، فقط، صعدت الجبل فرأيت أبعد,غضب,الغضب,Anger,لا أحد يستطيع التنبؤ
712, يمضي القطار بهدوء لكن تتقاطع السكك ليحدث الاصطدام [MASK] ,فجأة,المفاجأة,Surprise,تتقاطع السكك ليحدث الاصطدام
713, يمكن حالة  [MASK]   بسبب الارواح المتمردة لكني اراها ارواح مستبصرة,غضب,الغضب,Anger,الارواح المتمردة
714, يملؤه  [MASK]   من الظلم,غيظ,الغضب,Anger,الظلم
715, ينتقل  [MASK]   بين الاحداث فأشعر انه انتقل مابين الحاضر و الماضي,فجأة,المفاجأة,Surprise,انتقل مابين الحاضر و الماضي
716, ينظر اليها بقمة  [MASK]   بلا حتى قرار وهو الذي تعود ان يخطط ويأخذ قرار قبل اي خطوة,غضب,الغضب,Anger,بلا حتى قرار
717, يوجد مواقف للسيارات مجانا لنزلاء الفندق و [MASK]   بأن المواقف برسوم ريال لليوم الواحد,فاجأ,المفاجأة,Surprise,المواقف برسوم ريال لليوم الواحد
718, [MASK]   أنها في   النهاية وصلت   لما طمحت   له,سعد,الفرح,Joy,وصلت لما طمحت له
719, [MASK]   البنت كثيرًا لوفاة زوجها,حزن,الحزن,Sadness,لوفاة زوجها
720, [MASK]   المخلفون بمقعدهم خلاف رسول الله,فرح,الفرح,Joy,مقعدهم خلاف رسول الله
721, [MASK]   المطاعم الامريكيه في السعوديه من حيث جوده الاطباق ونوعيه اللحوم المستخدمه وطريقه التقديم,اقذر,الاشمئزاز,Disgust,نوعيه اللحوم المستخدمه
722, [MASK]   شعر تقول حاط زيت عليه وجاي,اقرفني,الاشمئزاز,Disgust,شعر تقول حاط زيت عليه
723, [MASK]   صادفت الكتاب   .. وقرأته أيضا,فجأة,المفاجأة,Surprise,صادفت الكتاب
724, [MASK]   مكان في دبي لا اعتقد ان هذا الفندق يمكن اعتباره من فنادق الاربع نجوم باي حال ولا حتي ي سمح بوضعه في مقارنه معهم طاقم مغرور,اقذر,الاشمئزاز,Disgust,طاقم مغرور
725, [MASK]   والله من وسخه و عفنه,اقرفني,الاشمئزاز,Disgust,وسخه و عفنه
726,آخر صفحة كانت كلها مخالفة للتوقعات كانت  [MASK]   بتفاصيلها و أحداثها,فاجأ,المفاجأة,Surprise,آخر صفحة كانت كلها مخالفة للتوقعات
727,آلاف من الناس يصفعون كل يوم، ولكن قليل منهم من يشعر بالإهانة و  [MASK] ,غضب,الغضب,Anger,آلاف من الناس يصفعون كل يوم
728,أب مثقف، يخرج مع ابنتها في المظاهرات وهو  [MASK]   عليها,خاف,الخوف,Fear,يخرج مع ابنتها في المظاهرات
729,أبدا الناس  [MASK]  هم من وصية أبي بكر بأن يتولى عمر المؤمن الشديد القوي الخلافة من بعده,خوف,الخوف,Fear,يتولى عمر المؤمن الشديد القوي الخلافة من بعده
730,أبكاني  [MASK]   على عايدة تلك الانسانة الرقيقة التي يظلمها الكل و تبقى ثابتة رغم كل شيء,حزن,الحزن,Sadness,عايدة تلك الانسانة الرقيقة التي يظلمها الكل
